"","X","Units","Month","Section","WC","WC_int","elev_mean","slope_mean","contr_max_km2","stream_sum","recur_mean","occur_mean","ext_sum","Dist_fromLast","Dist_toNext","Dam","mapbio_maj","mb_forest_","mb_savan_m","mb_grass_m","mb_past_me","mb_agri_me","mb_water_m","mb_crops_m","acm30","api30","Level","Vol_hm3","dV_hm3"
"3470",3470,28900,3,"BN","NotDet",2,560.36,0,127.8609375,6,0,0,0,1536.287295,232.2357716,0,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3471",3471,28900,4,"BN","NotDet",2,560.36,0,127.8609375,6,0,0,0,1536.287295,232.2357716,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3473",3473,28900,6,"BN","Dry",1,560.36,0,127.8609375,6,0,0,0,1536.287295,232.2357716,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3476",3476,28950,3,"BN","NotDet",2,559.73,0,127.8801563,7,0,0,0,1569.386092,240.3345627,0,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3477",3477,28950,4,"BN","NotDet",2,559.73,0,127.8801563,7,0,0,0,1569.386092,240.3345627,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3479",3479,28950,6,"BN","Dry",1,559.73,0,127.8801563,7,0,0,0,1569.386092,240.3345627,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3482",3482,29000,3,"BN","NotDet",2,559.38,0,129.9567188,10,0,0,0,1559.786437,288.0376557,0,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3483",3483,29000,4,"BN","NotDet",2,559.38,0,129.9567188,10,0,0,0,1559.786437,288.0376557,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3485",3485,29000,6,"BN","Dry",1,559.38,0,129.9567188,10,0,0,0,1559.786437,288.0376557,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3488",3488,29050,3,"BN","NotDet",2,559.47,0,129.9657813,8,0,0,0,1593.418658,304.6573256,0,15,0,0,0.25,0.75,0,0,0,256.794,63.72674999,441.99,5.75,0
"3489",3489,29050,4,"BN","NotDet",2,559.47,0,129.9657813,8,0,0,0,1593.418658,304.6573256,0,15,0,0,0.25,0.75,0,0,0,134.366,48.93342858,441.95,5.7,0
"3491",3491,29050,6,"BN","Dry",1,559.47,0,129.9657813,8,0,0,0,1593.418658,304.6573256,0,15,0,0,0.25,0.75,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3494",3494,29100,3,"BN","NotDet",2,559.31,0,129.96625,6,0,0,0,1628.311773,265.223288,0,15,0,0,0.333333333,0.666666667,0,0,0,256.794,63.72674999,441.99,5.75,0
"3495",3495,29100,4,"BN","NotDet",2,559.31,0,129.96625,6,0,0,0,1628.311773,265.223288,0,15,0,0,0.333333333,0.666666667,0,0,0,134.366,48.93342858,441.95,5.7,0
"3497",3497,29100,6,"BN","Dry",1,559.31,0,129.96625,6,0,0,0,1628.311773,265.223288,0,15,0,0,0.333333333,0.666666667,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3500",3500,29150,3,"BN","Partially",3,558.4,0,130.1757813,6,0,0,0,1652.578265,218.8711352,0,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3501",3501,29150,4,"BN","Partially",3,558.4,0,130.1757813,6,0,0,0,1652.578265,218.8711352,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3503",3503,29150,6,"BN","Dry",1,558.4,0,130.1757813,6,0,0,0,1652.578265,218.8711352,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3506",3506,29200,3,"BN","Partially",3,557.65,0,130.2148438,9,0,0,0,1664.78689,169.3369518,0,15,0,0,0,0.833333333,0,0,0.166666667,256.794,63.72674999,441.99,5.75,0
"3507",3507,29200,4,"BN","Partially",3,557.65,0,130.2148438,9,0,0,0,1664.78689,169.3369518,0,15,0,0,0,0.833333333,0,0,0.166666667,134.366,48.93342858,441.95,5.7,0
"3509",3509,29200,6,"BN","Dry",1,557.65,0,130.2148438,9,0,0,0,1664.78689,169.3369518,0,15,0,0,0,0.833333333,0,0,0.166666667,77.978,5.041834104,441.84,5.57,-0.01
"3512",3512,29250,3,"BN","NotDet",2,557.34,0,130.2173438,8,0,0,0,1663.79445,120.7567022,0,15,0,0,0,0.875,0,0,0.125,256.794,63.72674999,441.99,5.75,0
"3513",3513,29250,4,"BN","Dry",1,557.34,0,130.2173438,8,0,0,0,1663.79445,120.7567022,0,15,0,0,0,0.875,0,0,0.125,134.366,48.93342858,441.95,5.7,0
"3515",3515,29250,6,"BN","Dry",1,557.34,0,130.2173438,8,0,0,0,1663.79445,120.7567022,0,15,0,0,0,0.875,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01
"3518",3518,29300,3,"BN","NotDet",2,558.24,0,130.325625,6,0,0,0,1659.967686,76.03921022,0,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3519",3519,29300,4,"BN","Dry",1,558.24,0,130.325625,6,0,0,0,1659.967686,76.03921022,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3521",3521,29300,6,"BN","Dry",1,558.24,0,130.325625,6,0,0,0,1659.967686,76.03921022,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3524",3524,29350,3,"BN","NotDet",2,560,0.02,130.3285938,6,0,0,0,0,0,1,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3525",3525,29350,4,"BN","NotDet",2,560,0.02,130.3285938,6,0,0,0,0,0,1,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3527",3527,29350,6,"BN","Dry",1,560,0.02,130.3285938,6,0,0,0,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3530",3530,29400,3,"BN","Partially",3,560.7,0.03,130.3315625,6,0,0,0,0,0,1,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3531",3531,29400,4,"BN","NotDet",2,560.7,0.03,130.3315625,6,0,0,0,0,0,1,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3533",3533,29400,6,"BN","Dry",1,560.7,0.03,130.3315625,6,0,0,0,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3536",3536,29450,3,"BN","Partially",3,560.57,0.03,130.3890625,7,0,0,0,0,0,1,15,0,0,0,0.625,0.375,0,0,256.794,63.72674999,441.99,5.75,0
"3537",3537,29450,4,"BN","NotDet",2,560.57,0.03,130.3890625,7,0,0,0,0,0,1,15,0,0,0,0.625,0.375,0,0,134.366,48.93342858,441.95,5.7,0
"3539",3539,29450,6,"BN","Dry",1,560.57,0.03,130.3890625,7,0,0,0,0,0,1,15,0,0,0,0.625,0.375,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3542",3542,29500,3,"BN","Partially",3,559.87,0.02,130.3965625,7,0,0,0,0,0,1,12,0,0.25,0.375,0.125,0.25,0,0,256.794,63.72674999,441.99,5.75,0
"3543",3543,29500,4,"BN","Partially",3,559.87,0.02,130.3965625,7,0,0,0,0,0,1,12,0,0.25,0.375,0.125,0.25,0,0,134.366,48.93342858,441.95,5.7,0
"3545",3545,29500,6,"BN","Dry",1,559.87,0.02,130.3965625,7,0,0,0,0,0,1,12,0,0.25,0.375,0.125,0.25,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3548",3548,29550,3,"BN","Partially",3,559.81,0.02,130.3973438,6,0,0,0,70.3505254,686.7988929,0,12,0,0.3,0.4,0.2,0,0,0.1,256.794,63.72674999,441.99,5.75,0
"3549",3549,29550,4,"BN","Partially",3,559.81,0.02,130.3973438,6,0,0,0,70.3505254,686.7988929,0,12,0,0.3,0.4,0.2,0,0,0.1,134.366,48.93342858,441.95,5.7,0
"3551",3551,29550,6,"BN","Dry",1,559.81,0.02,130.3973438,6,0,0,0,70.3505254,686.7988929,0,12,0,0.3,0.4,0.2,0,0,0.1,77.978,5.041834104,441.84,5.57,-0.01
"3554",3554,29600,3,"BN","Partially",3,559.88,0.02,131.8757813,10,0,0,0,117.3863702,638.5225629,0,15,0,0,0.333333333,0.555555556,0,0,0.111111111,256.794,63.72674999,441.99,5.75,0
"3555",3555,29600,4,"BN","Partially",3,559.88,0.02,131.8757813,10,0,0,0,117.3863702,638.5225629,0,15,0,0,0.333333333,0.555555556,0,0,0.111111111,134.366,48.93342858,441.95,5.7,0
"3557",3557,29600,6,"BN","Dry",1,559.88,0.02,131.8757813,10,0,0,0,117.3863702,638.5225629,0,15,0,0,0.333333333,0.555555556,0,0,0.111111111,77.978,5.041834104,441.84,5.57,-0.01
"3560",3560,29650,3,"BN","Partially",3,559.26,0,131.9348438,11,0,0,0,164.0293185,603.0252054,0,15,0,0,0.375,0.625,0,0,0,256.794,63.72674999,441.99,5.75,0
"3561",3561,29650,4,"BN","Partially",3,559.26,0,131.9348438,11,0,0,0,164.0293185,603.0252054,0,15,0,0,0.375,0.625,0,0,0,134.366,48.93342858,441.95,5.7,0
"3563",3563,29650,6,"BN","Dry",1,559.26,0,131.9348438,11,0,0,0,164.0293185,603.0252054,0,15,0,0,0.375,0.625,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3566",3566,29700,3,"BN","NotDet",2,558.96,0.01,131.9420313,7,0,0,0,212.5131729,560.3301466,0,15,0,0.111111111,0.333333333,0.555555556,0,0,0,256.794,63.72674999,441.99,5.75,0
"3567",3567,29700,4,"BN","NotDet",2,558.96,0.01,131.9420313,7,0,0,0,212.5131729,560.3301466,0,15,0,0.111111111,0.333333333,0.555555556,0,0,0,134.366,48.93342858,441.95,5.7,0
"3569",3569,29700,6,"BN","Dry",1,558.96,0.01,131.9420313,7,0,0,0,212.5131729,560.3301466,0,15,0,0.111111111,0.333333333,0.555555556,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3572",3572,29750,3,"BN","NotDet",2,558.55,0,131.9598438,8,0,0,0,259.3347485,511.8686964,0,12,0,0.25,0.5,0.25,0,0,0,256.794,63.72674999,441.99,5.75,0
"3573",3573,29750,4,"BN","NotDet",2,558.55,0,131.9598438,8,0,0,0,259.3347485,511.8686964,0,12,0,0.25,0.5,0.25,0,0,0,134.366,48.93342858,441.95,5.7,0
"3575",3575,29750,6,"BN","Dry",1,558.55,0,131.9598438,8,0,0,0,259.3347485,511.8686964,0,12,0,0.25,0.5,0.25,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3578",3578,29800,3,"BN","Partially",3,558.98,0,131.9628125,9,1.222222222,0.111111111,1,305.2733474,462.2170532,0,12,0,0.375,0.625,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"3579",3579,29800,4,"BN","NotDet",2,558.98,0,131.9628125,9,1.222222222,0.111111111,1,305.2733474,462.2170532,0,12,0,0.375,0.625,0,0,0,0,134.366,48.93342858,441.95,5.7,0
"3581",3581,29800,6,"BN","Dry",1,558.98,0,131.9628125,9,1.222222222,0.111111111,1,305.2733474,462.2170532,0,12,0,0.375,0.625,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3584",3584,29850,3,"BN","Partially",3,559.42,0.01,132.1379688,12,0.916666667,0.083333333,1,354.5772236,415.7944754,0,4,0,0.75,0.25,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"3585",3585,29850,4,"BN","Partially",3,559.42,0.01,132.1379688,12,0.916666667,0.083333333,1,354.5772236,415.7944754,0,4,0,0.75,0.25,0,0,0,0,134.366,48.93342858,441.95,5.7,0
"3587",3587,29850,6,"BN","Dry",1,559.42,0.01,132.1379688,12,0.916666667,0.083333333,1,354.5772236,415.7944754,0,4,0,0.75,0.25,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3590",3590,29900,3,"BN","Partially",3,559.5,0.02,132.144375,10,0,0,0,404.5020975,374.6540824,0,4,0,0.833333333,0.166666667,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"3591",3591,29900,4,"BN","NotDet",2,559.5,0.02,132.144375,10,0,0,0,404.5020975,374.6540824,0,4,0,0.833333333,0.166666667,0,0,0,0,134.366,48.93342858,441.95,5.7,0
"3593",3593,29900,6,"BN","Dry",1,559.5,0.02,132.144375,10,0,0,0,404.5020975,374.6540824,0,4,0,0.833333333,0.166666667,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3596",3596,29950,3,"BN","NotDet",2,560.23,0.03,132.14625,6,0,0,0,453.375074,342.1928781,0,4,0,0.777777778,0.222222222,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"3597",3597,29950,4,"BN","NotDet",2,560.23,0.03,132.14625,6,0,0,0,453.375074,342.1928781,0,4,0,0.777777778,0.222222222,0,0,0,0,134.366,48.93342858,441.95,5.7,0
"3599",3599,29950,6,"BN","Dry",1,560.23,0.03,132.14625,6,0,0,0,453.375074,342.1928781,0,4,0,0.777777778,0.222222222,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3602",3602,30000,3,"BN","NotDet",2,560.35,0.05,132.1492188,6,0,0,0,486.7202585,304.6134283,0,12,0,0.375,0.625,0,0,0,0,256.794,63.72674999,441.99,5.75,0
"3603",3603,30000,4,"BN","NotDet",2,560.35,0.05,132.1492188,6,0,0,0,486.7202585,304.6134283,0,12,0,0.375,0.625,0,0,0,0,134.366,48.93342858,441.95,5.7,0
"3605",3605,30000,6,"BN","Dry",1,560.35,0.05,132.1492188,6,0,0,0,486.7202585,304.6134283,0,12,0,0.375,0.625,0,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3608",3608,30050,3,"BN","Partially",3,558.98,0.04,132.1532813,7,3,0.3,1,507.2725667,265.0995386,0,12,0,0,0.888888889,0.111111111,0,0,0,256.794,63.72674999,441.99,5.75,0
"3609",3609,30050,4,"BN","Partially",3,558.98,0.04,132.1532813,7,3,0.3,1,507.2725667,265.0995386,0,12,0,0,0.888888889,0.111111111,0,0,0,134.366,48.93342858,441.95,5.7,0
"3611",3611,30050,6,"BN","Dry",1,558.98,0.04,132.1532813,7,3,0.3,1,507.2725667,265.0995386,0,12,0,0,0.888888889,0.111111111,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3614",3614,30100,3,"BN","Partially",3,557.58,0.01,132.1564063,13,8.909090909,1.181818182,3,510.6770475,246.9324911,0,12,0,0,0.777777778,0,0.222222222,0,0,256.794,63.72674999,441.99,5.75,0
"3615",3615,30100,4,"BN","NotDet",2,557.58,0.01,132.1564063,13,8.909090909,1.181818182,3,510.6770475,246.9324911,0,12,0,0,0.777777778,0,0.222222222,0,0,134.366,48.93342858,441.95,5.7,0
"3617",3617,30100,6,"BN","Dry",1,557.58,0.01,132.1564063,13,8.909090909,1.181818182,3,510.6770475,246.9324911,0,12,0,0,0.777777778,0,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3620",3620,30150,3,"BN","NotDet",2,557.17,0,132.9342188,13,9.5,1.4,3,529.1842959,219.050734,0,12,0,0,0.5,0.125,0.375,0,0,256.794,63.72674999,441.99,5.75,0
"3621",3621,30150,4,"BN","NotDet",2,557.17,0,132.9342188,13,9.5,1.4,3,529.1842959,219.050734,0,12,0,0,0.5,0.125,0.375,0,0,134.366,48.93342858,441.95,5.7,0
"3623",3623,30150,6,"BN","Dry",1,557.17,0,132.9342188,13,9.5,1.4,3,529.1842959,219.050734,0,12,0,0,0.5,0.125,0.375,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3626",3626,30200,3,"BN","NotDet",2,556.65,0,132.9351563,9,8.888888889,1.666666667,3,505.3088762,241.0961926,0,21,0,0,0.375,0.125,0.5,0,0,256.794,63.72674999,441.99,5.75,0
"3627",3627,30200,4,"BN","NotDet",2,556.65,0,132.9351563,9,8.888888889,1.666666667,3,505.3088762,241.0961926,0,21,0,0,0.375,0.125,0.5,0,0,134.366,48.93342858,441.95,5.7,0
"3629",3629,30200,6,"BN","Dry",1,556.65,0,132.9351563,9,8.888888889,1.666666667,3,505.3088762,241.0961926,0,21,0,0,0.375,0.125,0.5,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3632",3632,30250,3,"BN","NotDet",2,556.36,0,133.0548438,6,9.111111111,1.666666667,3,491.7346226,265.3769489,0,12,0,0,0.5,0.1,0.4,0,0,256.794,63.72674999,441.99,5.75,0
"3633",3633,30250,4,"BN","NotDet",2,556.36,0,133.0548438,6,9.111111111,1.666666667,3,491.7346226,265.3769489,0,12,0,0,0.5,0.1,0.4,0,0,134.366,48.93342858,441.95,5.7,0
"3635",3635,30250,6,"BN","Dry",1,556.36,0,133.0548438,6,9.111111111,1.666666667,3,491.7346226,265.3769489,0,12,0,0,0.5,0.1,0.4,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3638",3638,30300,3,"BN","NotDet",2,556.86,0,133.129375,5,11.44444444,2.222222222,4,524.9881896,240.9552675,0,15,0,0,0.333333333,0.444444444,0.222222222,0,0,256.794,63.72674999,441.99,5.75,0
"3639",3639,30300,4,"BN","NotDet",2,556.86,0,133.129375,5,11.44444444,2.222222222,4,524.9881896,240.9552675,0,15,0,0,0.333333333,0.444444444,0.222222222,0,0,134.366,48.93342858,441.95,5.7,0
"3641",3641,30300,6,"BN","Dry",1,556.86,0,133.129375,5,11.44444444,2.222222222,4,524.9881896,240.9552675,0,15,0,0,0.333333333,0.444444444,0.222222222,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3644",3644,30350,3,"BN","NotDet",2,557.72,0.01,133.134375,7,19.5,4.9,6,567.7775335,191.247673,0,15,0,0,0,0.666666667,0.333333333,0,0,256.794,63.72674999,441.99,5.75,0
"3645",3645,30350,4,"BN","NotDet",2,557.72,0.01,133.134375,7,19.5,4.9,6,567.7775335,191.247673,0,15,0,0,0,0.666666667,0.333333333,0,0,134.366,48.93342858,441.95,5.7,0
"3647",3647,30350,6,"BN","Dry",1,557.72,0.01,133.134375,7,19.5,4.9,6,567.7775335,191.247673,0,15,0,0,0,0.666666667,0.333333333,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3650",3650,30400,3,"BN","NotDet",2,557.83,0.02,133.135,6,23.8,7.5,6,613.8410833,141.2623713,0,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3651",3651,30400,4,"BN","NotDet",2,557.83,0.02,133.135,6,23.8,7.5,6,613.8410833,141.2623713,0,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3653",3653,30400,6,"BN","Dry",1,557.83,0.02,133.135,6,23.8,7.5,6,613.8410833,141.2623713,0,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3656",3656,30450,3,"BN","Dry",1,557.02,0.02,133.1848438,6,42.1,15.2,8,660.0103191,91.26771702,0,15,0,0,0,0.777777778,0,0,0.222222222,256.794,63.72674999,441.99,5.75,0
"3657",3657,30450,4,"BN","Dry",1,557.02,0.02,133.1848438,6,42.1,15.2,8,660.0103191,91.26771702,0,15,0,0,0,0.777777778,0,0,0.222222222,134.366,48.93342858,441.95,5.7,0
"3659",3659,30450,6,"BN","Dry",1,557.02,0.02,133.1848438,6,42.1,15.2,8,660.0103191,91.26771702,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01
"3662",3662,30500,3,"BN","Dry",1,556.5,0.01,133.1910938,7,65.4,25.8,10,0,0,1,15,0,0,0,0.888888889,0,0,0.111111111,256.794,63.72674999,441.99,5.75,0
"3663",3663,30500,4,"BN","Dry",1,556.5,0.01,133.1910938,7,65.4,25.8,10,0,0,1,15,0,0,0,0.888888889,0,0,0.111111111,134.366,48.93342858,441.95,5.7,0
"3665",3665,30500,6,"BN","Dry",1,556.5,0.01,133.1910938,7,65.4,25.8,10,0,0,1,15,0,0,0,0.888888889,0,0,0.111111111,77.978,5.041834104,441.84,5.57,-0.01
"3668",3668,30550,3,"BN","NotDet",2,556.94,0.02,133.2053125,7,43.9,16,7,0,0,1,15,0,0,0,1,0,0,0,256.794,63.72674999,441.99,5.75,0
"3669",3669,30550,4,"BN","NotDet",2,556.94,0.02,133.2053125,7,43.9,16,7,0,0,1,15,0,0,0,1,0,0,0,134.366,48.93342858,441.95,5.7,0
"3671",3671,30550,6,"BN","Dry",1,556.94,0.02,133.2053125,7,43.9,16,7,0,0,1,15,0,0,0,1,0,0,0,77.978,5.041834104,441.84,5.57,-0.01
"3674",3674,30600,3,"BN","NotDet",2,557.1,0.02,133.216875,8,12.55555556,2.777777778,2,55.84966915,358.4036781,0,15,0,0,0.25,0.625,0,0,0.125,256.794,63.72674999,441.99,5.75,0
"3675",3675,30600,4,"BN","NotDet",2,557.1,0.02,133.216875,8,12.55555556,2.777777778,2,55.84966915,358.4036781,0,15,0,0,0.25,0.625,0,0,0.125,134.366,48.93342858,441.95,5.7,0
"3677",3677,30600,6,"BN","Dry",1,557.1,0.02,133.216875,8,12.55555556,2.777777778,2,55.84966915,358.4036781,0,15,0,0,0.25,0.625,0,0,0.125,77.978,5.041834104,441.84,5.57,-0.01
"3680",3680,30650,3,"BN","NotDet",2,556.88,0.02,133.2178125,7,0,0,0,105.7777024,326.7436471,0,12,0,0,0.6,0.2,0,0,0.2,256.794,63.72674999,441.99,5.75,0
"3681",3681,30650,4,"BN","NotDet",2,556.88,0.02,133.2178125,7,0,0,0,105.7777024,326.7436471,0,12,0,0,0.6,0.2,0,0,0.2,134.366,48.93342858,441.95,5.7,0
"3683",3683,30650,6,"BN","Dry",1,556.88,0.02,133.2178125,7,0,0,0,105.7777024,326.7436471,0,12,0,0,0.6,0.2,0,0,0.2,77.978,5.041834104,441.84,5.57,-0.01
"3686",3686,30700,3,"BN","NotDet",2,556.98,0.03,133.2221875,7,0,0,0,155.318962,301.8427348,0,12,0,0,0.444444444,0.222222222,0,0,0.333333333,256.794,63.72674999,441.99,5.75,0
"3687",3687,30700,4,"BN","NotDet",2,556.98,0.03,133.2221875,7,0,0,0,155.318962,301.8427348,0,12,0,0,0.444444444,0.222222222,0,0,0.333333333,134.366,48.93342858,441.95,5.7,0
"3689",3689,30700,6,"BN","Dry",1,556.98,0.03,133.2221875,7,0,0,0,155.318962,301.8427348,0,12,0,0,0.444444444,0.222222222,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01
"3692",3692,30750,3,"BN","NotDet",2,555.54,0.01,133.2226563,11,0,0,0,203.8044587,296.1054039,0,15,0,0,0.125,0.625,0,0,0.25,256.794,63.72674999,441.99,5.75,0
"3693",3693,30750,4,"BN","NotDet",2,555.54,0.01,133.2226563,11,0,0,0,203.8044587,296.1054039,0,15,0,0,0.125,0.625,0,0,0.25,134.366,48.93342858,441.95,5.7,0
"3695",3695,30750,6,"BN","Dry",1,555.54,0.01,133.2226563,11,0,0,0,203.8044587,296.1054039,0,15,0,0,0.125,0.625,0,0,0.25,77.978,5.041834104,441.84,5.57,-0.01
"3698",3698,30800,3,"BN","NotDet",2,554.31,0,133.463125,12,0,0,0,241.9628942,265.5522472,0,15,0,0,0,0.5,0,0,0.5,256.794,63.72674999,441.99,5.75,0
"3699",3699,30800,4,"BN","NotDet",2,554.31,0,133.463125,12,0,0,0,241.9628942,265.5522472,0,15,0,0,0,0.5,0,0,0.5,134.366,48.93342858,441.95,5.7,0
"3701",3701,30800,6,"BN","Dry",1,554.31,0,133.463125,12,0,0,0,241.9628942,265.5522472,0,15,0,0,0,0.5,0,0,0.5,77.978,5.041834104,441.84,5.57,-0.01
"3704",3704,30850,3,"BN","NotDet",2,553.9,0,133.9192188,11,0,0,0,260.7482307,216.2458493,0,15,0,0,0,0.625,0,0,0.375,256.794,63.72674999,441.99,5.75,0
"3705",3705,30850,4,"BN","Dry",1,553.9,0,133.9192188,11,0,0,0,260.7482307,216.2458493,0,15,0,0,0,0.625,0,0,0.375,134.366,48.93342858,441.95,5.7,0
"3707",3707,30850,6,"BN","Dry",1,553.9,0,133.9192188,11,0,0,0,260.7482307,216.2458493,0,15,0,0,0,0.625,0,0,0.375,77.978,5.041834104,441.84,5.57,-0.01
"3710",3710,30900,3,"BN","NotDet",2,554.15,0,133.9217188,9,0,0,0,277.2852051,167.333669,0,15,0,0,0,0.777777778,0,0,0.222222222,256.794,63.72674999,441.99,5.75,0
"3711",3711,30900,4,"BN","Dry",1,554.15,0,133.9217188,9,0,0,0,277.2852051,167.333669,0,15,0,0,0,0.777777778,0,0,0.222222222,134.366,48.93342858,441.95,5.7,0
"3713",3713,30900,6,"BN","Dry",1,554.15,0,133.9217188,9,0,0,0,277.2852051,167.333669,0,15,0,0,0,0.777777778,0,0,0.222222222,77.978,5.041834104,441.84,5.57,-0.01
"3716",3716,30950,3,"BN","NotDet",2,553.98,0,133.9384375,8,0,0,0,298.1470431,119.6153241,0,15,0,0,0,0.666666667,0,0,0.333333333,256.794,63.72674999,441.99,5.75,0
"3717",3717,30950,4,"BN","Dry",1,553.98,0,133.9384375,8,0,0,0,298.1470431,119.6153241,0,15,0,0,0,0.666666667,0,0,0.333333333,134.366,48.93342858,441.95,5.7,0
"3719",3719,30950,6,"BN","Dry",1,553.98,0,133.9384375,8,0,0,0,298.1470431,119.6153241,0,15,0,0,0,0.666666667,0,0,0.333333333,77.978,5.041834104,441.84,5.57,-0.01
"3722",3722,31000,3,"BN","Partially",3,554.94,0,133.939375,7,0,0,0,332.8991873,70.87382613,0,41,0,0,0,0.333333333,0,0,0.666666667,256.794,63.72674999,441.99,5.75,0
"3723",3723,31000,4,"BN","Dry",1,554.94,0,133.939375,7,0,0,0,332.8991873,70.87382613,0,41,0,0,0,0.333333333,0,0,0.666666667,134.366,48.93342858,441.95,5.7,0
"3725",3725,31000,6,"BN","Dry",1,554.94,0,133.939375,7,0,0,0,332.8991873,70.87382613,0,41,0,0,0,0.333333333,0,0,0.666666667,77.978,5.041834104,441.84,5.57,-0.01
"3728",3728,31050,3,"BN","Partially",3,555.98,0.01,133.9459375,6,0,0,0,0,0,1,41,0,0,0,0.111111111,0,0,0.888888889,256.794,63.72674999,441.99,5.75,0
"3729",3729,31050,4,"BN","Dry",1,555.98,0.01,133.9459375,6,0,0,0,0,0,1,41,0,0,0,0.111111111,0,0,0.888888889,134.366,48.93342858,441.95,5.7,0
"3731",3731,31050,6,"BN","Dry",1,555.98,0.01,133.9459375,6,0,0,0,0,0,1,41,0,0,0,0.111111111,0,0,0.888888889,77.978,5.041834104,441.84,5.57,-0.01
"3734",3734,31100,3,"BN","Partially",3,555.69,0,133.9475,6,0,0,0,0,0,1,41,0,0,0,0.333333333,0.222222222,0,0.444444444,256.794,63.72674999,441.99,5.75,0
"3735",3735,31100,4,"BN","Dry",1,555.69,0,133.9475,6,0,0,0,0,0,1,41,0,0,0,0.333333333,0.222222222,0,0.444444444,134.366,48.93342858,441.95,5.7,0
"3737",3737,31100,6,"BN","Dry",1,555.69,0,133.9475,6,0,0,0,0,0,1,41,0,0,0,0.333333333,0.222222222,0,0.444444444,77.978,5.041834104,441.84,5.57,-0.01
"3740",3740,31150,3,"BN","NotDet",2,555.46,0.01,133.9479688,6,0,0,0,76.55431389,4705.631878,0,15,0,0,0,0.333333333,0.333333333,0,0.333333333,256.794,63.72674999,441.99,5.75,0
"3741",3741,31150,4,"BN","NotDet",2,555.46,0.01,133.9479688,6,0,0,0,76.55431389,4705.631878,0,15,0,0,0,0.333333333,0.333333333,0,0.333333333,134.366,48.93342858,441.95,5.7,0
